timestamp,id,open_state.amount_quote,open_state.last_low,open_state.last_low_timestamp,open_state.last_high,open_state.last_high_timestamp,close_state.amount_quote,close_state.last_low,close_state.last_low_timestamp,close_state.last_high,close_state.last_high_timestamp,close_state.direction,close_state.open_price,open_order.market,open_order.type,open_order.amount,open_order.limit_price,open_order.status,open_order.exec_gross_amount_base,open_order.exec_gross_amount_quote,open_order.exec_fees_quote,open_order.finish_timestamp,open_order.exec_gross_price,open_order.exec_net_amount_base,open_order.exec_net_amount_quote,open_order.exec_net_price,open_order.exec_fees_percent,close_order.market,close_order.type,close_order.amount,close_order.limit_price,close_order.status,close_order.exec_gross_amount_base,close_order.exec_gross_amount_quote,close_order.exec_fees_quote,close_order.finish_timestamp,close_order.exec_gross_price,close_order.exec_net_amount_base,close_order.exec_net_amount_quote,close_order.exec_net_price,close_order.exec_fees_percent,size_quote,gross_profit_quote,gross_profit_percent,net_profit_quote,net_profit_percent,open_timestamp,close_timestamp,direction,open_price,close_price,close_trigger
2020-10-14T09:52:10.114692,ed6f424a-0e02-11eb-adeb-b42e9948224b,100.0,6860.0,2020-01-03 02:01:00,7850.61,2020-01-07 00:14:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,buy,0.01273786,8635.7,finished,0.01273786,99.9999710946,0.25999992484595996,2020-01-07 00:14:00,7850.61,0.01273786,100.25997101944596,7871.021586,0.0025999999999999994,Kraken-BTC-EUR,sell,0.01273786,7227.0,finished,0.01273786,102.28514317860001,0.26594137226436,2020-01-08 17:23:00,8030.01,0.01273786,102.01920180633564,8009.131974,0.0025999999999999994,100.25997101944596,2.28517208400001,0.022792467031102458,1.7592307868896881,0.017546691555979762,2020-01-07 00:14:00,2020-01-08 17:23:00,long,7850.61,8030.01,trailing-stop-loss
2020-10-14T09:52:10.140013,ed731fa0-0e02-11eb-adeb-b42e9948224b,100.0,7742.52,2020-01-07 16:01:00,8457.77,2020-01-08 00:58:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,sell,0.01253816,7178.1,finished,0.01253816,99.99997580399999,0.2599999370904,2020-01-08 19:46:00,7975.65,0.01253816,99.73997586690959,7954.913309999999,0.0026000000000000003,Kraken-BTC-EUR,buy,0.01253816,9673.3,finished,0.01253816,110.2591998424,0.28667391959023997,2020-01-14 17:43:00,8793.89,0.01253816,110.54587376199024,8816.754114,0.0026,99.73997586690959,-10.259224038400006,-0.10285970042833824,-10.805897895080648,-0.10834069089308539,2020-01-08 19:46:00,2020-01-14 17:43:00,short,7975.65,8793.89,open-long
2020-10-14T09:52:10.221344,ed7f881c-0e02-11eb-adeb-b42e9948224b,100.0,7682.88,2020-01-10 08:50:00,8793.89,2020-01-14 17:43:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,buy,0.01137153,9673.3,finished,0.01137153,99.99998395169999,0.25999995827441996,2020-01-14 17:43:00,8793.89,0.01137153,100.25998390997441,8816.754114,0.0026,Kraken-BTC-EUR,sell,0.01137153,7785.0,finished,0.01137153,98.36373449999999,0.2557457097,2020-01-19 11:02:00,8650.0,0.01137153,98.1079887903,8627.51,0.0026000000000000003,100.25998390997441,-1.636249451699996,-0.016320064973970268,-2.1519951196744103,-0.0214641478658797,2020-01-14 17:43:00,2020-01-19 11:02:00,long,8793.89,8650.0,open-short
2020-10-14T09:52:10.287360,ed899ae6-0e02-11eb-adeb-b42e9948224b,100.0,8576.97,2020-01-15 04:26:00,9188.1,2020-01-19 03:29:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,sell,0.01156069,7785.0,finished,0.01156069,99.99996850000001,0.2599999181,2020-01-19 11:02:00,8650.0,0.01156069,99.73996858190002,8627.510000000002,0.0026,Kraken-BTC-EUR,buy,0.01156069,10343.1,finished,0.01156069,108.70262471820001,0.28262682426732,2020-01-28 23:57:00,9402.78,0.01156069,108.98525154246734,9427.227228000002,0.0025999999999999994,99.73996858190002,-8.702656218200005,-0.08725344856163601,-9.245282960567323,-0.09269386277152969,2020-01-19 11:02:00,2020-01-28 23:57:00,short,8650.0,9402.78,open-long
2020-10-14T09:52:10.418460,ed9d9c1c-0e02-11eb-adeb-b42e9948224b,100.0,8213.37,2020-01-24 11:00:00,9402.78,2020-01-28 23:57:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,buy,0.01063515,10343.1,finished,0.01063515,99.999975717,0.2599999368642,2020-01-28 23:57:00,9402.78,0.01063515,100.2599756538642,9427.227228000002,0.0026,Kraken-BTC-EUR,sell,0.01063515,8187.1,finished,0.01063515,96.7457261685,0.2515388880381,2020-02-04 12:36:00,9096.79,0.01063515,96.4941872804619,9073.138346,0.0026,100.2599756538642,-3.254249548499999,-0.03245811229532823,-3.7657883734023017,-0.03756023626420222,2020-01-28 23:57:00,2020-02-04 12:36:00,long,9402.78,9096.79,trailing-stop-loss
2020-10-14T09:52:10.628941,edbdba06-0e02-11eb-adeb-b42e9948224b,100.0,9076.38,2020-02-04 13:21:00,10500.0,2020-02-13 13:48:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,sell,0.01011839,8894.7,finished,0.01011839,100.00004837,0.260000125762,2020-02-15 15:53:00,9883.0,0.01011839,99.740048244238,9857.3042,0.0026,Kraken-BTC-EUR,buy,0.01011839,4890.0,finished,0.01011839,44.9803920899,0.11694901943373999,2020-03-13 02:29:00,4445.41,0.01011839,45.09734110933374,4456.968066,0.0026,99.740048244238,55.0196562801,0.5516305360648198,54.642707134904256,0.5478512202149549,2020-02-15 15:53:00,2020-03-13 02:29:00,short,9883.0,4445.41,open-long
2020-10-14T09:52:11.011915,edf829d4-0e02-11eb-adeb-b42e9948224b,100.0,3865.0,2020-03-13 02:15:00,10288.0,2020-02-19 17:29:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,buy,0.02249511,4890.0,finished,0.02249511,99.99998694509999,0.25999996605725995,2020-03-13 02:29:00,4445.41,0.02249511,100.25998691115726,4456.968066,0.0026,Kraken-BTC-EUR,sell,0.02249511,4542.1,finished,0.02249511,113.52674649029998,0.2951695408747799,2020-03-13 02:51:00,5046.73,0.02249511,113.2315769494252,5033.608501999999,0.0026,100.25998691115726,13.526759545199994,0.13491682935472926,12.971590038267948,0.1293795305375651,2020-03-13 02:29:00,2020-03-13 02:51:00,long,4445.41,5046.73,trailing-stop-loss
2020-10-14T09:52:11.012618,edf844fa-0e02-11eb-adeb-b42e9948224b,100.0,4445.41,2020-03-13 02:29:00,5320.1,2020-03-13 02:44:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,sell,0.0204035,4411.0,finished,0.0204035,100.00000192,0.260000004992,2020-03-13 02:54:00,4901.12,0.0204035,99.74000191500801,4888.377088,0.0026,Kraken-BTC-EUR,buy,0.0204035,6077.5,finished,0.0204035,112.72954153500001,0.293096807991,2020-03-13 03:25:00,5525.01,0.0204035,113.02263834299102,5539.375026000001,0.0026,99.74000191500801,-12.729539615000007,-0.12762722448960145,-13.282636427983007,-0.13317261051690787,2020-03-13 02:54:00,2020-03-13 03:25:00,short,4901.12,5525.01,open-long
2020-10-14T09:52:11.013315,edf8602a-0e02-11eb-adeb-b42e9948224b,100.0,4777.8,2020-03-13 02:55:00,5525.01,2020-03-13 03:25:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,buy,0.01809951,6077.5,finished,0.01809951,99.9999737451,0.25999993173726,2020-03-13 03:25:00,5525.01,0.01809951,100.25997367683725,5539.375026,0.0026000000000000003,Kraken-BTC-EUR,sell,0.01809951,4785.3,finished,0.01809951,96.23491367489999,0.25021077555474,2020-03-13 03:43:00,5316.99,0.01809951,95.98470289934525,5303.1658259999995,0.0026000000000000003,100.25997367683725,-3.7650600702000077,-0.03755297285770022,-4.275270777491997,-0.0426418501891119,2020-03-13 03:25:00,2020-03-13 03:43:00,long,5525.01,5316.99,open-short
2020-10-14T09:52:11.013854,edf87538-0e02-11eb-adeb-b42e9948224b,100.0,5316.99,2020-03-13 03:43:00,5640.22,2020-03-13 03:31:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,sell,0.01880763,4785.3,finished,0.01880763,99.99998063369999,0.25999994964761997,2020-03-13 03:43:00,5316.99,0.01880763,99.73998068405237,5303.1658259999995,0.0026,Kraken-BTC-EUR,buy,0.01880763,6165.6,finished,0.01880763,105.4184588367,0.27408799297541997,2020-03-13 08:04:00,5605.09,0.01880763,105.69254682967542,5619.663234000001,0.0026,99.73998068405237,-5.4184782030000065,-0.05432604022818282,-5.952566145623052,-0.0596808431764096,2020-03-13 03:43:00,2020-03-13 08:04:00,short,5316.99,5605.09,open-long
2020-10-14T09:52:11.016821,edf8e91e-0e02-11eb-adeb-b42e9948224b,100.0,4851.33,2020-03-13 04:57:00,5605.09,2020-03-13 08:04:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,buy,0.01784093,6165.6,finished,0.01784093,100.00001833370001,0.26000004766762,2020-03-13 08:04:00,5605.09,0.01784093,100.26001838136763,5619.663234000001,0.0026,Kraken-BTC-EUR,sell,0.01784093,4819.9,finished,0.01784093,95.54513811270002,0.24841735909302004,2020-03-13 08:12:00,5355.39,0.01784093,95.29672075360699,5341.465986,0.0026,100.26001838136763,-4.454880220999996,-0.04443326754693567,-4.963297627760639,-0.049504256112155476,2020-03-13 08:04:00,2020-03-13 08:12:00,long,5605.09,5355.39,trailing-stop-loss
2020-10-14T09:52:11.017418,edf90066-0e02-11eb-adeb-b42e9948224b,100.0,5297.89,2020-03-13 08:34:00,5640.0,2020-03-13 08:05:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,sell,0.01887544,4768.1,finished,0.01887544,100.0000048216,0.26000001253616,2020-03-13 08:34:00,5297.89,0.01887544,99.74000480906385,5284.115486000001,0.0026,Kraken-BTC-EUR,buy,0.01887544,6158.2,finished,0.01887544,105.6716970328,0.27474641228527996,2020-03-13 21:29:00,5598.37,0.01887544,105.94644344508528,5612.925762,0.0026,99.74000480906385,-5.671692211199996,-0.0568647677735482,-6.206438636021431,-0.062226171413392824,2020-03-13 08:34:00,2020-03-13 21:29:00,short,5297.89,5598.37,open-long
2020-10-14T09:52:11.025601,edfa4016-0e02-11eb-adeb-b42e9948224b,100.0,4865.31,2020-03-13 18:50:00,5990.35,2020-03-13 13:34:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,buy,0.01786234,6158.2,finished,0.01786234,99.99998838580001,0.25999996980308,2020-03-13 21:29:00,5598.37,0.01786234,100.25998835560308,5612.925762,0.0025999999999999994,Kraken-BTC-EUR,sell,0.01786234,4901.5,finished,0.01786234,97.27937538040001,0.25292637598904,2020-03-14 00:20:00,5446.06,0.01786234,97.02644900441098,5431.900244,0.0025999999999999994,100.25998835560308,-2.720613005399997,-0.027135580703944437,-3.233539351192107,-0.03225154325495589,2020-03-13 21:29:00,2020-03-14 00:20:00,long,5598.37,5446.06,open-short
2020-10-14T09:52:11.027685,edfa9188-0e02-11eb-adeb-b42e9948224b,100.0,5446.06,2020-03-14 00:20:00,5777.63,2020-03-13 23:15:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,sell,0.0183619,4901.5,finished,0.0183619,100.00000911400001,0.2600000236964,2020-03-14 00:20:00,5446.06,0.0183619,99.7400090903036,5431.900244,0.0026,Kraken-BTC-EUR,buy,0.0183619,6394.0,finished,0.0183619,106.732032511,0.2775032845286,2020-03-15 21:55:00,5812.69,0.0183619,107.0095357955286,5827.802994000001,0.0026000000000000003,99.7400090903036,-6.732023396999992,-0.06749571669784876,-7.2695267052250045,-0.07288476080489674,2020-03-14 00:20:00,2020-03-15 21:55:00,short,5446.06,5812.69,open-long
2020-10-14T09:52:11.055307,edfec8a2-0e02-11eb-adeb-b42e9948224b,100.0,5060.98,2020-03-14 23:23:00,5812.69,2020-03-15 21:55:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,buy,0.01720374,6394.0,finished,0.01720374,100.00000746059999,0.26000001939755996,2020-03-15 21:55:00,5812.69,0.01720374,100.26000747999755,5827.802994000001,0.0026,Kraken-BTC-EUR,sell,0.01720374,5075.9,finished,0.01720374,97.0270291512,0.25227027579312,2020-03-15 22:14:00,5639.88,0.01720374,96.77475887540687,5625.2163120000005,0.0026000000000000003,100.26000747999755,-2.9729783093999913,-0.029652683897845485,-3.48524860459068,-0.03476210198055298,2020-03-15 21:55:00,2020-03-15 22:14:00,long,5812.69,5639.88,trailing-stop-loss
2020-10-14T09:52:11.055897,edfedf86-0e02-11eb-adeb-b42e9948224b,100.0,5567.41,2020-03-15 22:15:00,5965.77,2020-03-15 21:58:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,sell,0.01796167,5010.7,finished,0.01796167,99.9999811747,0.25999995105421997,2020-03-15 22:15:00,5567.41,0.01796167,99.73998122364577,5552.9347339999995,0.0026,Kraken-BTC-EUR,buy,0.01796167,5622.9,finished,0.01796167,91.8155666225,0.23872047321849998,2020-03-16 15:24:00,5111.75,0.01796167,92.05428709571851,5125.040550000001,0.0026,99.73998122364577,8.184414552199996,0.08205751045659594,7.685694127927263,0.07705730474014952,2020-03-15 22:15:00,2020-03-16 15:24:00,short,5567.41,5111.75,open-long
2020-10-14T09:52:11.066552,ee007fbc-0e02-11eb-adeb-b42e9948224b,100.0,4442.58,2020-03-16 10:06:00,5589.66,2020-03-15 22:16:00,100.0,10598.43,2020-07-28 10:17:00,11453.12,2020-07-31 16:14:00,short,10755.41,Kraken-BTC-EUR,buy,0.01956277,5622.9,finished,0.01956277,99.99998954750001,0.2599999728235,2020-03-16 15:24:00,5111.75,0.01956277,100.2599895203235,5125.04055,0.0026,Kraken-BTC-EUR,sell,0.01956277,4376.2,finished,0.01956277,95.122012848,0.24731723340479997,2020-03-16 19:37:00,4862.4,0.01956277,94.8746956145952,4849.7577599999995,0.0026,100.2599895203235,-4.87797669950001,-0.04865327358239156,-5.385293905728304,-0.05371329013191909,2020-03-16 15:24:00,2020-03-16 19:37:00,long,5111.75,4862.4,open-short
