timestamp,id,open_state.amount_quote,open_state.last_low,open_state.last_low_timestamp,open_state.last_high,open_state.last_high_timestamp,close_state.amount_quote,close_state.last_low,close_state.last_low_timestamp,close_state.last_high,close_state.last_high_timestamp,close_state.direction,open_order.market,open_order.type,open_order.amount,open_order.limit_price,open_order.status,open_order.exec_gross_amount_base,open_order.exec_gross_amount_quote,open_order.exec_fees_quote,open_order.finish_timestamp,open_order.exec_gross_price,open_order.exec_net_amount_base,open_order.exec_net_amount_quote,open_order.exec_net_price,open_order.exec_fees_percent,close_order.market,close_order.type,close_order.amount,close_order.limit_price,close_order.status,close_order.exec_gross_amount_base,close_order.exec_gross_amount_quote,close_order.exec_fees_quote,close_order.finish_timestamp,close_order.exec_gross_price,close_order.exec_net_amount_base,close_order.exec_net_amount_quote,close_order.exec_net_price,close_order.exec_fees_percent,size_quote,gross_profit_quote,gross_profit_percent,net_profit_quote,net_profit_percent,open_timestamp,close_timestamp,direction,open_price,close_price,close_trigger
2020-10-14T09:53:16.159055,14ccd58c-0e03-11eb-a27a-b42e9948224b,100.0,6860.0,2020-01-03 02:01:00,7739.99,2020-01-06 22:42:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,buy,0.01291991,8514.0,finished,0.01291991,99.9999742009,0.25999993292233997,2020-01-06 22:42:00,7739.99,0.01291991,100.25997413382234,7760.113974,0.0026,Kraken-BTC-EUR,sell,0.01291991,7178.1,finished,0.01291991,103.04468019149999,0.26791616849789995,2020-01-08 19:46:00,7975.65,0.01291991,102.77676402300209,7954.913309999999,0.0026,100.25997413382234,3.0447059905999936,0.030368110673318766,2.5167898891797478,0.02510263852472627,2020-01-06 22:42:00,2020-01-08 19:46:00,long,7739.99,7975.65,trailing-stop-loss
2020-10-14T09:53:16.195954,14d27550-0e03-11eb-a27a-b42e9948224b,100.0,7686.97,2020-01-06 22:43:00,8457.77,2020-01-08 00:58:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,sell,0.01283916,7009.8,finished,0.01283916,99.9999803172,0.25999994882472,2020-01-09 17:14:00,7788.669999999999,0.01283916,99.73998036837529,7768.419458,0.0026,Kraken-BTC-EUR,buy,0.01283916,9470.9,finished,0.01283916,110.5437552924,0.28741376376023997,2020-01-14 14:12:00,8609.89,0.01283916,110.83116905616023,8632.275714,0.0026,99.73998036837529,-10.543774975199995,-0.10571262332575239,-11.09118868778495,-0.11120103139003275,2020-01-09 17:14:00,2020-01-14 14:12:00,short,7788.67,8609.89,trailing-stop-loss
2020-10-14T09:53:16.265173,14dd052e-0e03-11eb-a27a-b42e9948224b,100.0,7682.88,2020-01-10 08:50:00,8653.6,2020-01-14 14:15:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,buy,0.01155588,9519.0,finished,0.01155588,99.999963168,0.2599999042368,2020-01-14 14:15:00,8653.6,0.01155588,100.2599630722368,8676.09936,0.0026,Kraken-BTC-EUR,sell,0.01155588,7785.0,finished,0.01155588,99.958362,0.25989174119999997,2020-01-19 11:02:00,8650.0,0.01155588,99.6984702588,8627.51,0.0026,100.2599630722368,-0.04160116799999969,-0.0004149330074062191,-0.5614928134368,-0.005600369242428778,2020-01-14 14:15:00,2020-01-19 11:02:00,long,8653.6,8650.0,trailing-stop-loss
2020-10-14T09:53:16.377529,14ee2a16-0e03-11eb-a27a-b42e9948224b,100.0,8432.9,2020-01-23 09:01:00,9188.1,2020-01-19 03:29:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,sell,0.01185832,7589.6,finished,0.01185832,100.000026728,0.26000006949279997,2020-01-23 09:01:00,8432.9,0.01185832,99.74002665850719,8410.97446,0.0026,Kraken-BTC-EUR,buy,0.01185832,10228.9,finished,0.01185832,110.27051768,0.28670334596799996,2020-01-28 23:35:00,9299.0,0.01185832,110.55722102596799,9323.177399999999,0.0025999999999999994,99.74002665850719,-10.270490952000003,-0.10297261085726805,-10.8171943674608,-0.10845389488913038,2020-01-23 09:01:00,2020-01-28 23:35:00,short,8432.9,9299.0,open-long
2020-10-14T09:53:16.456517,14fa378e-0e03-11eb-a27a-b42e9948224b,100.0,8213.37,2020-01-24 11:00:00,9299.0,2020-01-28 23:35:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,buy,0.01075384,10228.9,finished,0.01075384,99.99995816,0.259999891216,2020-01-28 23:35:00,9299.0,0.01075384,100.259958051216,9323.1774,0.0025999999999999994,Kraken-BTC-EUR,sell,0.01075384,8894.7,finished,0.01075384,106.28020072000001,0.276328521872,2020-02-15 15:53:00,9883.0,0.01075384,106.00387219812801,9857.3042,0.0026,100.259958051216,6.280242560000005,0.06263958894528816,5.7439141469120045,0.0572902109531886,2020-01-28 23:35:00,2020-02-15 15:53:00,long,9299.0,9883.0,trailing-stop-loss
2020-10-14T09:53:16.720204,152273de-0e03-11eb-a27a-b42e9948224b,100.0,9076.38,2020-02-04 13:21:00,10500.0,2020-02-13 13:48:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,sell,0.01037937,8671.1,finished,0.01037937,100.00004026500001,0.26000010468900003,2020-02-16 16:52:00,9634.5,0.01037937,99.74004016031101,9609.4503,0.0026,Kraken-BTC-EUR,buy,0.01037937,7437.3,finished,0.01037937,70.17720403140001,0.18246073048164002,2020-03-12 10:54:00,6761.22,0.01037937,70.35966476188165,6778.799172,0.0026,99.74004016031101,29.8228362336,0.29900565696250075,29.380375398429365,0.2945695164269698,2020-02-16 16:52:00,2020-03-12 10:54:00,short,9634.5,6761.22,open-long
2020-10-14T09:53:17.080025,15595b60-0e03-11eb-a27a-b42e9948224b,100.0,6001.71,2020-03-12 10:48:00,10288.0,2020-02-19 17:29:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,buy,0.01479023,7437.3,finished,0.01479023,99.9999988806,0.25999999708956,2020-03-12 10:54:00,6761.22,0.01479023,100.25999887768957,6778.799172000001,0.0026,Kraken-BTC-EUR,sell,0.01479023,5701.0,finished,0.01479023,93.68782452119999,0.24358834375511995,2020-03-12 10:59:00,6334.439999999999,0.01479023,93.44423617744486,6317.970455999999,0.0026,100.25999887768957,-6.312174359400018,-0.06295805336184418,-6.815762700244704,-0.06798087748394527,2020-03-12 10:54:00,2020-03-12 10:59:00,long,6761.22,6334.44,trailing-stop-loss
2020-10-14T09:53:17.080490,15596d44-0e03-11eb-a27a-b42e9948224b,100.0,6027.9,2020-03-12 11:00:00,6761.22,2020-03-12 10:54:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,sell,0.01658953,5425.1,finished,0.01658953,100.000027887,0.2600000725062,2020-03-12 11:00:00,6027.9,0.01658953,99.7400278144938,6012.227459999999,0.0026,Kraken-BTC-EUR,buy,0.01658953,4803.6,finished,0.01658953,72.4456480335,0.1883586848871,2020-03-13 02:28:00,4366.95,0.01658953,72.63400671838711,4378.30407,0.0026,99.7400278144938,27.554379853499995,0.27626200290166664,27.106021096106687,0.2717667288655774,2020-03-12 11:00:00,2020-03-13 02:28:00,short,6027.9,4366.95,open-long
2020-10-14T09:53:17.090189,155ae818-0e03-11eb-a27a-b42e9948224b,100.0,3865.0,2020-03-13 02:15:00,6390.58,2020-03-12 11:10:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,buy,0.02289928,4803.6,finished,0.02289928,100.000010796,0.2600000280696,2020-03-13 02:28:00,4366.95,0.02289928,100.2600108240696,4378.304069999999,0.0026,Kraken-BTC-EUR,sell,0.02289928,4411.0,finished,0.02289928,112.2321191936,0.29180350990335996,2020-03-13 02:54:00,4901.12,0.02289928,111.94031568369664,4888.377088,0.0025999999999999994,100.2600108240696,12.232108397600001,0.1220038607323132,11.680304859627043,0.1165001356335674,2020-03-13 02:28:00,2020-03-13 02:54:00,long,4366.95,4901.12,open-short
2020-10-14T09:53:17.090820,155b00b4-0e03-11eb-a27a-b42e9948224b,100.0,4366.95,2020-03-13 02:28:00,5320.1,2020-03-13 02:44:00,100.0,9852.0,2020-07-26 20:02:00,11453.12,2020-07-31 16:14:00,long,Kraken-BTC-EUR,sell,0.0204035,4411.0,finished,0.0204035,100.00000192,0.260000004992,2020-03-13 02:54:00,4901.12,0.0204035,99.74000191500801,4888.377088,0.0026,Kraken-BTC-EUR,buy,0.0204035,5933.4,finished,0.0204035,110.05688707000002,0.28614790638200005,2020-03-13 03:18:00,5394.02,0.0204035,110.34303497638201,5408.044452,0.0026,99.74000191500801,-10.056885150000014,-0.10083101019558674,-10.603033061374006,-0.10630672606572864,2020-03-13 02:54:00,2020-03-13 03:18:00,short,4901.12,5394.02,open-long
