timestamp,id,open_state.next_trade_size,open_state.total_return,open_state.last_low,open_state.last_low_timestamp,open_state.last_high,open_state.last_high_timestamp,close_state.next_trade_size,close_state.total_return,close_state.last_low,close_state.last_low_timestamp,close_state.last_high,close_state.last_high_timestamp,close_state.direction,close_state.open_price,close_state.open_amount_quote,close_state.open_price_timestamp,open_order.market,open_order.type,open_order.amount,open_order.limit_price,open_order.status,open_order.exec_gross_amount_base,open_order.exec_gross_amount_quote,open_order.exec_fees_quote,open_order.finish_timestamp,open_order.exec_gross_price,open_order.exec_net_amount_base,open_order.exec_net_amount_quote,open_order.exec_net_price,open_order.exec_fees_percent,close_order.market,close_order.type,close_order.amount,close_order.limit_price,close_order.status,close_order.exec_gross_amount_base,close_order.exec_gross_amount_quote,close_order.exec_fees_quote,close_order.finish_timestamp,close_order.exec_gross_price,close_order.exec_net_amount_base,close_order.exec_net_amount_quote,close_order.exec_net_price,close_order.exec_fees_percent,size_quote,gross_profit_quote,gross_profit_percent,net_profit_quote,net_profit_percent,open_timestamp,close_timestamp,direction,open_price,close_price,close_trigger
2020-10-29T13:16:18.079047,edfc8d52-19e8-11eb-a4e8-acde48001122,100.0,0,4702.6,2019-05-01 15:00:00,5174.1,2019-05-03 10:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,buy,0.01932703,5691.5,finished,0.01932703,99.999985923,0.25999996339979997,2019-05-03 10:00:00,5174.1,0.01932703,100.2599858863998,5187.55266,0.0026,Kraken-BTC-EUR,sell,0.01932703,8640.7,finished,0.01932703,185.55494962399996,0.48244286902239986,2019-06-27 17:00:00,9600.8,0.01932703,185.07250675497755,9575.837919999998,0.0026,100.2599858863998,85.55496370099996,0.853331096594593,84.81252086857775,0.8459259206826051,2019-05-03 10:00:00,2019-06-27 17:00:00,long,5174.1,9600.8,open-short
2020-10-29T13:16:18.127469,ee03f0ce-19e8-11eb-a4e8-acde48001122,184.81252086857774,84.81252086857775,4960.1,2019-05-04 16:00:00,12046.5,2019-06-26 20:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,sell,0.0192497,8640.7,finished,0.0192497,184.81251976,0.48051255137599996,2019-06-27 17:00:00,9600.8,0.0192497,184.332007208624,9575.837919999998,0.0026,Kraken-BTC-EUR,buy,0.0192497,10461.4,finished,0.0192497,183.07234688,0.47598810188799995,2019-06-27 18:00:00,9510.4,0.0192497,183.548334981888,9535.12704,0.0026,184.332007208624,1.7401728799999887,0.009440427120345351,0.7836722267360017,0.004251416987224872,2019-06-27 17:00:00,2019-06-27 18:00:00,short,9600.8,9510.4,trailing-stop-loss
2020-10-29T13:16:18.128991,ee042c2e-19e8-11eb-a4e8-acde48001122,185.59619309531377,85.59619309531375,9388.6,2019-06-27 21:00:00,10258.2,2019-06-28 09:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,buy,0.01809247,11284.0,finished,0.01809247,185.596175754,0.4825500569604,2019-06-28 09:00:00,10258.2,0.01809247,186.0787258109604,10284.87132,0.0026,Kraken-BTC-EUR,sell,0.01809247,7786.4,finished,0.01809247,156.527004205,0.40697021093299995,2019-07-02 06:00:00,8651.5,0.01809247,156.120033994067,8629.0061,0.0026,186.0787258109604,-29.069171549000004,-0.1562197474338454,-29.958691816893406,-0.16100009115135921,2019-06-28 09:00:00,2019-07-02 06:00:00,long,10258.2,8651.5,open-short
2020-10-29T13:16:18.133583,ee04dfa2-19e8-11eb-a4e8-acde48001122,155.63750127842036,55.637501278420345,8651.5,2019-07-02 06:00:00,10870.0,2019-06-29 00:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,sell,0.01798966,7786.4,finished,0.01798966,155.63754349,0.404657613074,2019-07-02 06:00:00,8651.5,0.01798966,155.23288587692602,8629.0061,0.0026,Kraken-BTC-EUR,buy,0.01798966,9505.7,finished,0.01798966,155.45764689,0.404189881914,2019-07-02 07:00:00,8641.5,0.01798966,155.861836771914,8663.9679,0.0026,155.23288587692602,0.1798966000000064,0.001158882017710053,-0.6289508949879803,-0.004051660132677262,2019-07-02 06:00:00,2019-07-02 07:00:00,short,8651.5,8641.5,trailing-stop-loss
2020-10-29T13:16:18.135024,ee0517d8-19e8-11eb-a4e8-acde48001122,155.00855038343235,55.008550383432365,8641.5,2019-07-02 07:00:00,9411.9,2019-07-02 16:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,buy,0.01646942,10353.1,finished,0.01646942,155.00853409799998,0.40302218865479994,2019-07-02 16:00:00,9411.9,0.01646942,155.4115562866548,9436.37094,0.0026,Kraken-BTC-EUR,sell,0.01646942,8349.1,finished,0.01646942,152.78351545599998,0.3972371401855999,2019-07-14 16:00:00,9276.8,0.01646942,152.38627831581437,9252.68032,0.0026,155.4115562866548,-2.225018642000009,-0.014316944602858157,-3.0252779708404205,-0.019466235607732613,2019-07-02 16:00:00,2019-07-14 16:00:00,long,9411.9,9276.8,open-short
2020-10-29T13:16:18.146303,ee06d08c-19e8-11eb-a4e8-acde48001122,151.98327241259193,51.983272412591944,9276.8,2019-07-14 16:00:00,11639.4,2019-07-10 03:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,sell,0.01638316,8349.1,finished,0.01638316,151.983298688,0.39515657658879993,2019-07-14 16:00:00,9276.8,0.01638316,151.5881421114112,9252.68032,0.0026,Kraken-BTC-EUR,buy,0.01638316,10353.8,finished,0.01638316,154.2064935,0.4009368831,2019-07-14 17:00:00,9412.5,0.01638316,154.6074303831,9436.9725,0.0026,151.5881421114112,-2.2231948120000027,-0.014666020580726188,-3.0192882716887937,-0.019917707477869463,2019-07-14 16:00:00,2019-07-14 17:00:00,short,9276.8,9412.5,trailing-stop-loss
2020-10-29T13:16:18.148099,ee071678-19e8-11eb-a4e8-acde48001122,148.96398414090316,48.96398414090315,8939.8,2019-07-15 02:00:00,9720.0,2019-07-15 19:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,buy,0.01532551,10692.0,finished,0.01532551,148.9639572,0.38730628872,2019-07-15 19:00:00,9720.0,0.01532551,149.35126348872,9745.272,0.0026,Kraken-BTC-EUR,sell,0.01532551,7859.8,finished,0.01532551,133.839211381,0.3479819495906,2019-08-15 05:00:00,8733.1,0.01532551,133.4912294314094,8710.39394,0.0026,149.35126348872,-15.124745818999997,-0.10126962079662834,-15.8600340573106,-0.10619283484339892,2019-07-15 19:00:00,2019-08-15 05:00:00,long,9720.0,8733.1,open-short
2020-10-29T13:16:18.175353,ee0b3f32-19e8-11eb-a4e8-acde48001122,133.10395008359257,33.10395008359255,8169.8,2019-07-17 12:00:00,10928.6,2019-08-06 10:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,sell,0.01524132,7859.8,finished,0.01524132,133.103971692,0.34607032639919993,2019-08-15 05:00:00,8733.1,0.01524132,132.7579013656008,8710.39394,0.0026,Kraken-BTC-EUR,buy,0.01524132,9572.5,finished,0.01524132,132.63453903599998,0.34484980149359995,2019-08-15 06:00:00,8702.3,0.01524132,132.9793888374936,8724.92598,0.0026,132.7579013656008,0.4694326560000093,0.003536005399085384,-0.22148747189280016,-0.0016683562305105125,2019-08-15 05:00:00,2019-08-15 06:00:00,short,8733.1,8702.3,trailing-stop-loss
2020-10-29T13:16:18.176821,ee0b786c-19e8-11eb-a4e8-acde48001122,132.88246261169974,32.88246261169975,8610.3,2019-08-15 07:00:00,9359.0,2019-08-15 23:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,buy,0.01419836,10294.9,finished,0.01419836,132.88245124,0.34549437322399995,2019-08-15 23:00:00,9359.0,0.01419836,133.227945613224,9383.3334,0.0026,Kraken-BTC-EUR,sell,0.01419836,7065.1,finished,0.01419836,111.45854583600001,0.28979221917360004,2019-09-24 19:00:00,7850.100000000001,0.01419836,111.16875361682641,7829.689740000001,0.0026,133.227945613224,-21.42390540399998,-0.1608063931736667,-22.059191996397587,-0.165574811612257,2019-08-15 23:00:00,2019-09-24 19:00:00,long,9359.0,7850.1,open-short
2020-10-29T13:16:18.216140,ee11787a-19e8-11eb-a4e8-acde48001122,110.82327061530216,10.823270615302164,7850.1,2019-09-24 19:00:00,9874.4,2019-09-06 17:00:00,97.78569895527735,-2.214301044722646,5954.4,2019-12-18 07:00:00,7066.1,2019-11-30 06:00:00,long,6577.7,97.78566684799999,2019-11-25 18:00:00,Kraken-BTC-EUR,sell,0.01411743,7065.1,finished,0.01411743,110.82323724300001,0.28814041683180003,2019-09-24 19:00:00,7850.1,0.01411743,110.53509682616821,7829.689740000001,0.0026,Kraken-BTC-EUR,buy,0.01411743,8622.4,finished,0.01411743,110.659475055,0.287714635143,2019-09-24 20:00:00,7838.5,0.01411743,110.947189690143,7858.8801,0.0026,110.53509682616821,0.16376218800000686,0.0014815401868018955,-0.4120928639747916,-0.003728163052345852,2019-09-24 19:00:00,2019-09-24 20:00:00,short,7850.1,7838.5,trailing-stop-loss
